"matricula","carrera","periodo","numRepPrev","año","semestre","cantidad_asig","tasa_rep_carga","ceneval_global","ceneval_analitico","ceneval_matematico","ceneval_lengua","ceneval_esp","prom_per_prev","generacion","tasa_aprob_per_prev","tasa_aprob_gral_prev","asigMuchas","cuartil_repEst","asigRep_totalAsig","carrera_IA","carrera_IDeIO","carrera_ILyCS","carrera_II","carrera_IE","carrera_NI","carrera_TS","semestre_Otoño","complejidad_carga4","complejidad_carga5","año_encurso","carga_aprobada","recursando","total_recursando","depto","practicante","situacion","situacion_Condicionado","situacion_Irregular","situacion_Regular","depto_EyN","depto_TSGyH"
146466794,"Gastronomía",201601,0,2016,"Primavera",8,10.8800073986993,1114,1084,1156,1156,1060,8.44444444444444,2014,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,3,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466794,"Gastronomía",201603,0,2016,"Otoño",6,11.2177810313696,1114,1084,1156,1156,1060,8.625,2014,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466794,"Gastronomía",201801,1,2018,"Primavera",8,14.1445281735553,1114,1084,1156,1156,1060,8.125,2014,0.5,0.375,1,3,0.125,0,0,0,0,0,0,0,0,1,2,5,0,1,1,"TSGyH",1,"Irregular",0,1,0,0,1
146466794,"Gastronomía",201803,2,2018,"Otoño",8,15.4232351061931,1114,1084,1156,1156,1060,7.625,2014,0.5,0.4,1,4,0.25,0,0,0,0,0,0,0,1,1,5,5,0,1,2,"TSGyH",1,"Irregular",0,1,0,0,1
146466795,"Gastronomía",201601,0,2016,"Primavera",7,11.8550612118795,994,964,988,964,1060,8.44444444444444,2014,0,0,1,1,0,0,0,0,0,0,0,0,0,4,4,3,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466795,"Gastronomía",201603,0,2016,"Otoño",7,16.0432694504725,994,964,988,964,1060,8,2014,1,1,1,1,0,0,0,0,0,0,0,0,1,1,4,3,0,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466795,"Gastronomía",201801,1,2018,"Primavera",7,14.551430375578,994,964,988,964,1060,8.33333333333333,2014,0.666666666666667,0.854166666666667,1,3,0.111111111111111,0,0,0,0,0,0,0,0,2,3,5,1,1,1,"TSGyH",1,"Irregular",0,1,0,0,1
146466795,"Gastronomía",201803,0,2018,"Otoño",5,5.73255731936682,994,964,988,964,1060,8,2014,1,0.883333333333333,0,1,0,0,0,0,0,0,0,0,1,4,1,5,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466796,"Gastronomía",201601,0,2016,"Primavera",9,9.98454063427999,1054,1036,988,1060,1132,8.44444444444444,2014,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,3,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466796,"Gastronomía",201603,0,2016,"Otoño",5,6.82193837725555,1054,1036,988,1060,1132,8.22222222222222,2014,1,1,0,1,0,0,0,0,0,0,0,0,1,4,1,3,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466796,"Gastronomía",201801,1,2018,"Primavera",6,12.429658040118,1054,1036,988,1060,1132,8,2014,0.5,0.625,0,3,0.142857142857143,0,0,0,0,0,0,0,0,2,1,5,1,1,1,"TSGyH",0,"Irregular",0,1,0,0,1
146466796,"Gastronomía",201803,0,2018,"Otoño",6,3.63551258842476,1054,1036,988,1060,1132,8.66666666666667,2014,1,0.7,0,1,0,0,0,0,0,0,0,0,1,4,1,5,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466797,"Gastronomía",201601,0,2016,"Primavera",9,12.8762379815662,1012,1060,1108,1180,700,8.44444444444444,2014,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,"TSGyH",1,"Regular",0,0,1,0,1
146466797,"Gastronomía",201603,0,2016,"Otoño",6,6.16022769651079,1012,1060,1108,1180,700,8.77777777777778,2014,1,1,0,1,0,0,0,0,0,0,0,0,1,4,2,3,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466797,"Gastronomía",201801,0,2018,"Primavera",5,7.10751519046331,1012,1060,1108,1180,700,8.77777777777778,2014,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,5,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466798,"Gastronomía",201601,0,2016,"Primavera",9,10.4289828962731,1114,1132,1084,1180,1060,8.44444444444444,2014,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466798,"Gastronomía",201603,0,2016,"Otoño",7,10.3571707058852,1114,1132,1084,1180,1060,8.77777777777778,2014,1,1,1,1,0,0,0,0,0,0,0,0,1,2,4,3,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466798,"Gastronomía",201801,0,2018,"Primavera",7,8.78056264849968,1114,1132,1084,1180,1060,9.14285714285714,2014,1,0.875,1,1,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466799,"Gastronomía",201601,0,2016,"Primavera",7,10.2233730436447,1078,1252,1180,1156,724,8.44444444444444,2014,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,"TSGyH",0,"Regular",0,0,1,0,1
146466799,"Gastronomía",201603,3,2016,"Otoño",6,10.5395435382662,1078,1252,1180,1156,724,5.57142857142857,2014,0,0,0,4,0.428571428571429,0,0,0,0,0,0,0,1,4,4,3,0,1,1,"TSGyH",0,"Irregular",0,1,0,0,1
146466800,"Ingeniería Ambiental",201601,0,2016,"Primavera",5,23.315734354744,1006,1012,1036,1060,916,8.44444444444444,2014,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466800,"Ingeniería Ambiental",201603,2,2016,"Otoño",7,12.7212900586358,1006,1012,1036,1060,916,6.2,2014,0.333333333333333,0.333333333333333,1,4,0.4,1,0,0,0,0,0,0,1,4,2,3,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466801,"Ingeniería Ambiental",201601,0,2016,"Primavera",7,15.5415264893965,1036,1084,1012,1036,1012,8.44444444444444,2014,0,0,1,1,0,1,0,0,0,0,0,0,0,1,4,3,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466801,"Ingeniería Ambiental",201603,0,2016,"Otoño",8,15.4765991066161,1036,1084,1012,1036,1012,8.14285714285714,2014,1,1,1,1,0,1,0,0,0,0,0,0,1,1,4,3,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466801,"Ingeniería Ambiental",201801,1,2018,"Primavera",6,9.65450505583051,1036,1084,1012,1036,1012,6.6,2014,0.5,0.708333333333333,0,3,0.2,1,0,0,0,0,0,0,0,4,1,5,0,1,1,"CBeI",1,"Irregular",0,1,0,0,0
146466802,"Ingeniería Ambiental",201601,0,2016,"Primavera",7,17.4632665498227,1102,1156,1084,1108,1060,8.44444444444444,2014,0,0,1,1,0,1,0,0,0,0,0,0,0,1,5,3,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466802,"Ingeniería Ambiental",201603,0,2016,"Otoño",6,12.9553556385108,1102,1156,1084,1108,1060,8.57142857142857,2014,1,1,0,1,0,1,0,0,0,0,0,0,1,4,1,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466802,"Ingeniería Ambiental",201801,0,2018,"Primavera",8,14.0441257946863,1102,1156,1084,1108,1060,8.66666666666667,2014,1,0.833333333333333,1,1,0,1,0,0,0,0,0,0,0,3,2,5,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466802,"Ingeniería Ambiental",201803,1,2018,"Otoño",5,11.3359581758645,1102,1156,1084,1108,1060,8.125,2014,0.666666666666667,0.8,0,3,0.125,1,0,0,0,0,0,0,1,4,1,5,1,1,1,"CBeI",1,"Irregular",0,1,0,0,0
146466803,"Negocios Internacionales",201601,0,2016,"Primavera",3,17.1425716259289,1192,1108,1204,1252,1204,8.44444444444444,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,3,0,0,0,"EyN",0,"Regular",0,0,1,1,0
146466803,"Negocios Internacionales",201603,2,2016,"Otoño",3,11.5408331112429,1192,1108,1204,1252,1204,4.33333333333333,2014,0.5,0.5,0,4,0.666666666666667,0,0,0,0,0,1,0,1,4,1,3,0,0,0,"EyN",0,"Condicionado",1,0,0,1,0
146466803,"Negocios Internacionales",201801,3,2018,"Primavera",3,12.4560431285196,1192,1108,1204,1252,1204,0.666666666666667,2014,0,0.25,0,4,1,0,0,0,0,0,1,0,0,4,1,5,0,1,3,"EyN",0,"Condicionado",1,0,0,1,0
146466806,"Negocios Internacionales",201601,0,2016,"Primavera",6,8.9164951665938,1030,892,1156,1060,1012,8.44444444444444,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,3,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466806,"Negocios Internacionales",201603,0,2016,"Otoño",8,5.80880103190934,1030,892,1156,1060,1012,9.16666666666667,2014,1,1,1,1,0,0,0,0,0,0,1,0,1,3,3,3,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466806,"Negocios Internacionales",201801,0,2018,"Primavera",3,8.10390396869817,1030,892,1156,1060,1012,9.16666666666667,2014,1,1,0,1,0,0,0,0,0,0,1,0,0,2,1,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466808,"Negocios Internacionales",201601,0,2016,"Primavera",9,10.6156947502714,1078,1060,1132,1036,1084,8.44444444444444,2014,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,3,0,0,0,"EyN",0,"Regular",0,0,1,1,0
146466808,"Negocios Internacionales",201603,2,2016,"Otoño",5,12.8014288403264,1078,1060,1132,1036,1084,8.11111111111111,2014,0.333333333333333,0.333333333333333,0,4,0.222222222222222,0,0,0,0,0,1,0,1,4,1,3,1,1,1,"EyN",0,"Irregular",0,1,0,1,0
146466808,"Negocios Internacionales",201801,0,2018,"Primavera",6,7.11514582199739,1078,1060,1132,1036,1084,8.85714285714286,2014,1,0.833333333333333,0,1,0,0,0,0,0,0,1,0,0,2,2,5,1,0,0,"EyN",1,"Regular",0,0,1,1,0
146466809,"Ingeniería Ambiental",201601,0,2016,"Primavera",5,10.6072594027412,1060,1060,1108,1036,1036,8.44444444444444,2014,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466810,"Ingeniería Ambiental",201601,0,2016,"Primavera",5,16.0105132761161,1138,1060,1228,1108,1156,8.44444444444444,2014,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466810,"Ingeniería Ambiental",201603,2,2016,"Otoño",6,20.183740424549,1138,1060,1228,1108,1156,5.2,2014,0.666666666666667,0.666666666666667,0,4,0.4,1,0,0,0,0,0,0,1,1,5,3,1,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466810,"Ingeniería Ambiental",201801,0,2018,"Primavera",5,7.64186907554842,1138,1060,1228,1108,1156,8.5,2014,1,0.916666666666667,0,1,0,1,0,0,0,0,0,0,0,3,2,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466810,"Ingeniería Ambiental",201803,1,2018,"Otoño",5,10.5475245189669,1138,1060,1228,1108,1156,7.8,2014,1,0.933333333333333,0,3,0.2,1,0,0,0,0,0,0,1,4,1,5,1,0,0,"CBeI",0,"Irregular",0,1,0,0,0
146466811,"Ingeniería Ambiental",201601,0,2016,"Primavera",7,19.4737686984355,1072,1012,1036,1180,1060,8.44444444444444,2014,0,0,1,1,0,1,0,0,0,0,0,0,0,1,5,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466811,"Ingeniería Ambiental",201603,3,2016,"Otoño",5,22.9011974169927,1072,1012,1036,1180,1060,5.14285714285714,2014,0.5,0.5,0,4,0.428571428571429,1,0,0,0,0,0,0,1,4,5,3,0,1,3,"CBeI",0,"Irregular",0,1,0,0,0
146466811,"Ingeniería Ambiental",201801,0,2018,"Primavera",6,7.04202447740921,1072,1012,1036,1180,1060,7.83333333333333,2014,1,0.708333333333333,0,1,0,1,0,0,0,0,0,0,0,3,2,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466811,"Ingeniería Ambiental",201803,0,2018,"Otoño",5,10.1676561158426,1072,1012,1036,1180,1060,8.16666666666667,2014,1,0.766666666666667,0,1,0,1,0,0,0,0,0,0,1,4,1,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466812,"Ingeniería Ambiental",201603,0,2016,"Otoño",5,18.6335682638222,1066,1012,964,1132,1156,8.44444444444444,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,4,5,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466812,"Ingeniería Ambiental",201801,1,2018,"Primavera",3,15.9330747525574,1066,1012,964,1132,1156,6.66666666666667,2014,0.5,0.416666666666667,0,3,0.333333333333333,1,0,0,0,0,0,0,0,4,1,5,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466813,"Ingeniería Ambiental",201601,0,2016,"Primavera",8,22.0017561098921,1210,1204,1228,1228,1180,8.44444444444444,2014,0,0,1,1,0,1,0,0,0,0,0,0,0,1,5,3,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466813,"Ingeniería Ambiental",201603,0,2016,"Otoño",7,11.2134930184549,1210,1204,1228,1228,1180,9.5,2014,1,1,1,1,0,1,0,0,0,0,0,0,1,3,2,3,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466813,"Ingeniería Ambiental",201801,0,2018,"Primavera",4,7.10098805708141,1210,1204,1228,1228,1180,9,2014,1,1,0,1,0,1,0,0,0,0,0,0,0,4,2,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466813,"Ingeniería Ambiental",201803,0,2018,"Otoño",4,12.1540145892478,1210,1204,1228,1228,1180,9.75,2014,1,1,0,1,0,1,0,0,0,0,0,0,1,4,1,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466814,"Ingeniería Ambiental",201601,0,2016,"Primavera",6,18.1321270168997,1102,1132,1012,1060,1204,8.44444444444444,2014,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5,3,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466814,"Ingeniería Ambiental",201603,0,2016,"Otoño",8,9.55063591537,1102,1132,1012,1060,1204,8.66666666666667,2014,1,1,1,1,0,1,0,0,0,0,0,0,1,3,2,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466814,"Ingeniería Ambiental",201801,0,2018,"Primavera",7,9.44897733297175,1102,1132,1012,1060,1204,8.875,2014,1,0.875,1,1,0,1,0,0,0,0,0,0,0,3,2,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466814,"Ingeniería Ambiental",201803,0,2018,"Otoño",3,19.0070147717207,1102,1132,1012,1060,1204,8.71428571428571,2014,1,0.9,0,1,0,1,0,0,0,0,0,0,1,4,1,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466815,"Ingeniería Ambiental",201601,0,2016,"Primavera",7,16.992727222859,988,988,1012,1012,940,8.44444444444444,2014,0,0,1,1,0,1,0,0,0,0,0,0,0,1,5,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466815,"Ingeniería Ambiental",201603,1,2016,"Otoño",7,15.546004369894,988,988,1012,1012,940,7.57142857142857,2014,0.75,0.75,1,3,0.142857142857143,1,0,0,0,0,0,0,1,1,5,3,1,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466815,"Ingeniería Ambiental",201801,1,2018,"Primavera",7,10.9320311654841,988,988,1012,1012,940,8.33333333333333,2014,0,0.6875,1,3,0.166666666666667,1,0,0,0,0,0,0,0,3,1,5,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466815,"Ingeniería Ambiental",201803,2,2018,"Otoño",4,13.0268242120574,988,988,1012,1012,940,7.71428571428571,2014,0,0.55,0,4,0.285714285714286,1,0,0,0,0,0,0,1,4,1,5,1,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466816,"Ingeniería Ambiental",201601,0,2016,"Primavera",7,18.1322993478188,1150,1156,1156,1108,1180,8.44444444444444,2014,0,0,1,1,0,1,0,0,0,0,0,0,0,1,5,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466816,"Ingeniería Ambiental",201603,1,2016,"Otoño",9,17.0388170248886,1150,1156,1156,1108,1180,8.57142857142857,2014,0.8,0.8,1,3,0.142857142857143,1,0,0,0,0,0,0,1,1,5,3,1,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466816,"Ingeniería Ambiental",201801,1,2018,"Primavera",7,9.31487295376672,1150,1156,1156,1108,1180,8.16666666666667,2014,0,0.575,1,3,0.166666666666667,1,0,0,0,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Irregular",0,1,0,0,0
146466816,"Ingeniería Ambiental",201803,1,2018,"Otoño",5,13.5959653349503,1150,1156,1156,1108,1180,8.42857142857143,2014,0,0.46,0,3,0.142857142857143,1,0,0,0,0,0,0,1,4,1,5,1,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466817,"Ingeniería Ambiental",201601,0,2016,"Primavera",5,15.2446784711778,1120,1084,1108,1204,1084,8.44444444444444,2014,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466817,"Ingeniería Ambiental",201603,1,2016,"Otoño",6,8.78282502815586,1120,1084,1108,1204,1084,6.8,2014,0.5,0.5,0,3,0.2,1,0,0,0,0,0,0,1,3,2,3,0,0,0,"CBeI",0,"Irregular",0,1,0,0,0
146466817,"Ingeniería Ambiental",201801,0,2018,"Primavera",5,11.4928366493317,1120,1084,1108,1204,1084,8.2,2014,1,0.625,0,1,0,1,0,0,0,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466817,"Ingeniería Ambiental",201803,1,2018,"Otoño",4,26.0718101277766,1120,1084,1108,1204,1084,8,2014,0.5,0.6,0,3,0.2,1,0,0,0,0,0,0,1,4,5,5,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466818,"Ingeniería Ambiental",201601,0,2016,"Primavera",8,21.8301253321669,1102,1060,1012,1156,1180,8.44444444444444,2014,0,0,1,1,0,1,0,0,0,0,0,0,0,1,5,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466818,"Ingeniería Ambiental",201603,1,2016,"Otoño",8,17.264360500437,1102,1060,1012,1156,1180,7,2014,0.75,0.75,1,3,0.125,1,0,0,0,0,0,0,1,1,4,3,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466818,"Ingeniería Ambiental",201801,0,2018,"Primavera",5,3.70059439693744,1102,1060,1012,1156,1180,8.4,2014,1,0.8125,0,1,0,1,0,0,0,0,0,0,0,3,2,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466818,"Ingeniería Ambiental",201803,0,2018,"Otoño",6,18.3212122201564,1102,1060,1012,1156,1180,8.2,2014,1,0.85,0,1,0,1,0,0,0,0,0,0,1,4,5,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466819,"Ingeniería Ambiental",201601,0,2016,"Primavera",6,23.3910311082661,1078,1132,1012,1132,1036,8.44444444444444,2014,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466820,"Negocios Internacionales",201601,0,2016,"Primavera",6,9.39669826526865,994,940,940,1108,988,8.44444444444444,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,3,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466820,"Negocios Internacionales",201603,0,2016,"Otoño",8,5.16939159062945,994,940,940,1108,988,8.33333333333333,2014,1,1,1,1,0,0,0,0,0,0,1,0,1,3,2,3,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466820,"Negocios Internacionales",201801,0,2018,"Primavera",3,6.41391373205304,994,940,940,1108,988,8.28571428571429,2014,1,0.875,0,1,0,0,0,0,0,0,1,0,0,4,1,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466821,"Negocios Internacionales",201601,0,2016,"Primavera",6,8.07777230653907,1132,1084,1132,1156,1156,8.44444444444444,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,3,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466821,"Negocios Internacionales",201603,0,2016,"Otoño",7,7.72755850110905,1132,1084,1132,1156,1156,7.83333333333333,2014,1,1,1,1,0,0,0,0,0,0,1,0,1,3,3,3,0,0,0,"EyN",0,"Regular",0,0,1,1,0
146466821,"Negocios Internacionales",201801,0,2018,"Primavera",5,6.77792679680332,1132,1084,1132,1156,1156,8.71428571428571,2014,1,0.75,0,1,0,0,0,0,0,0,1,0,0,2,3,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466822,"Negocios Internacionales",201601,0,2016,"Primavera",7,9.08791664661999,1162,1132,1180,1156,1180,8.44444444444444,2014,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,3,0,0,0,"EyN",0,"Regular",0,0,1,1,0
146466822,"Negocios Internacionales",201603,1,2016,"Otoño",7,5.98408000343047,1162,1132,1180,1156,1180,8.42857142857143,2014,0.5,0.5,1,3,0.142857142857143,0,0,0,0,0,1,0,1,3,3,3,1,0,0,"EyN",0,"Irregular",0,1,0,1,0
146466822,"Negocios Internacionales",201801,0,2018,"Primavera",4,7.73669574903548,1162,1132,1180,1156,1180,9,2014,1,0.875,0,1,0,0,0,0,0,0,1,0,0,2,3,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466824,"Negocios Internacionales",201601,0,2016,"Primavera",7,11.8175675558415,1108,1084,1012,1204,1132,8.44444444444444,2014,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,3,0,0,0,"EyN",0,"Regular",0,0,1,1,0
146466824,"Negocios Internacionales",201603,1,2016,"Otoño",8,7.94367583411035,1108,1084,1012,1204,1132,7.71428571428571,2014,0.666666666666667,0.666666666666667,1,3,0.142857142857143,0,0,0,0,0,1,0,1,3,2,3,1,1,1,"EyN",0,"Irregular",0,1,0,1,0
146466824,"Negocios Internacionales",201801,0,2018,"Primavera",9,6.10831115313038,1108,1084,1012,1204,1132,8.5,2014,1,0.916666666666667,1,1,0,0,0,0,0,0,1,0,0,3,2,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466825,"Negocios Internacionales",201603,0,2016,"Otoño",3,12.3294772411051,1168,1204,1228,1084,1156,8.44444444444444,2014,0,0,0,1,0,0,0,0,0,0,1,0,1,4,1,3,0,0,0,"EyN",0,"Regular",0,0,1,1,0
146466826,"Negocios Internacionales",201601,0,2016,"Primavera",6,7.55310260536406,1024,1036,964,1060,1036,8.44444444444444,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,3,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466826,"Negocios Internacionales",201603,0,2016,"Otoño",6,4.9901933990427,1024,1036,964,1060,1036,9.33333333333333,2014,1,1,0,1,0,0,0,0,0,0,1,0,1,3,2,3,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466826,"Negocios Internacionales",201801,0,2018,"Primavera",4,9.05989225924042,1024,1036,964,1060,1036,9.16666666666667,2014,1,1,0,1,0,0,0,0,0,0,1,0,0,2,1,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466827,"Negocios Internacionales",201601,0,2016,"Primavera",7,9.75730176654706,1102,1108,1060,1108,1132,8.44444444444444,2014,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,3,0,0,0,"EyN",0,"Regular",0,0,1,1,0
146466827,"Negocios Internacionales",201603,1,2016,"Otoño",7,10.6417164730106,1102,1108,1060,1108,1132,8,2014,0.5,0.5,1,3,0.142857142857143,0,0,0,0,0,1,0,1,4,3,3,1,1,1,"EyN",0,"Irregular",0,1,0,1,0
146466827,"Negocios Internacionales",201801,0,2018,"Primavera",4,7.16036562628567,1102,1108,1060,1108,1132,8.66666666666667,2014,1,0.875,0,1,0,0,0,0,0,0,1,0,0,2,1,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466828,"Negocios Internacionales",201601,0,2016,"Primavera",8,9.74359724741037,916,892,940,940,892,8.44444444444444,2014,0,0,1,1,0,0,0,0,0,0,1,0,0,3,3,3,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466828,"Negocios Internacionales",201603,0,2016,"Otoño",8,7.79468388649385,916,892,940,940,892,9.25,2014,1,1,1,1,0,0,0,0,0,0,1,0,1,3,2,3,1,0,0,"EyN",1,"Regular",0,0,1,1,0
146466828,"Negocios Internacionales",201801,0,2018,"Primavera",1,9.2436974789916,916,892,940,940,892,9,2014,1,1,0,1,0,0,0,0,0,0,1,0,0,4,1,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466829,"Negocios Internacionales",201601,0,2016,"Primavera",6,9.68241751036432,1024,1012,1204,1180,700,8.44444444444444,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,3,1,0,0,"EyN",1,"Regular",0,0,1,1,0
146466829,"Negocios Internacionales",201603,0,2016,"Otoño",9,5.69444138089193,1024,1012,1204,1180,700,9.33333333333333,2014,1,1,1,1,0,0,0,0,0,0,1,0,1,3,2,3,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466829,"Negocios Internacionales",201801,0,2018,"Primavera",3,8.10390396869817,1024,1012,1204,1180,700,9.16666666666667,2014,1,1,0,1,0,0,0,0,0,0,1,0,0,2,1,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
146466831,"Ingeniería Industrial",201601,0,2016,"Primavera",3,29.8543221283036,1174,1156,1204,1156,1180,8.44444444444444,2014,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,3,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466831,"Ingeniería Industrial",201603,0,2016,"Otoño",7,16.3214659029731,1174,1156,1204,1156,1180,9,2014,1,1,1,1,0,0,0,0,1,0,0,0,1,4,5,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466831,"Ingeniería Industrial",201801,1,2018,"Primavera",7,20.7341379058084,1174,1156,1204,1156,1180,6.33333333333333,2014,0.5,0.708333333333333,1,3,0.333333333333333,0,0,0,1,0,0,0,0,1,4,5,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
146466831,"Ingeniería Industrial",201803,5,2018,"Otoño",3,21.2253757556351,1174,1156,1204,1156,1180,5,2014,0,0.566666666666667,0,4,0.714285714285714,0,0,0,1,0,0,0,1,4,1,5,0,1,2,"CBeI",1,"Condicionado",1,0,0,0,0
146466832,"Ingeniería Industrial",201601,0,2016,"Primavera",3,32.8942405641896,1030,1060,1036,1012,1012,8.44444444444444,2014,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466833,"Ingeniería Industrial",201601,0,2016,"Primavera",4,14.8232336468996,1108,1156,1180,1084,1012,8.44444444444444,2014,0,0,0,1,0,0,0,0,1,0,0,0,0,4,4,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
146466833,"Ingeniería Industrial",201603,3,2016,"Otoño",2,26.2103484079549,1108,1156,1180,1084,1012,5.75,2014,0,0,0,4,0.75,0,0,0,1,0,0,0,1,4,1,3,1,0,0,"CBeI",0,"Condicionado",1,0,0,0,0
146466834,"Ingeniería Industrial",201601,0,2016,"Primavera",7,27.1773647052219,994,1012,940,988,1036,8.44444444444444,2014,0,0,1,1,0,0,0,0,1,0,0,0,0,1,5,3,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
